INCIDENT,I DESCRIPTION,CLASSIFICATION,DAY,MONTH,YEAR,Full date,TIME_OF_INCIDENT,HOUR RANGE,SUBURB,TOWN,VEHICLES__total,WHAT_WAS_BURNING,DESCRIPTION,ACTIONS_OF,EQUIPMENT_,FPA_SUSPEC,DETAILS_OF,PUMPING_TI,DISTRICT,STATIONS,SUBURB_GEO,PRED_DWELL,AMHHI,PRED_LSMGR,PRED_TENURE,PRED_LANGUAGE,PRED_RACE,PRED_AGE,PRED_MARITAL STATUS,PRED_EDUCATION,POPULATION,SUBURB_AREA,STREET,LONGITUDE,LATITUDE
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",1,January,2010,01/01/2010 12:00:00 AM,0:01,0:00 - 0:30,Bonnybrook,Oostenberg,0:21,Area Of Grass,Minor Vegetation Fire,Extinguished Fire By Covering With Sand(10min),4 X Spades,Open Flames,Fireworks Set Field Alight,,North,Kraaifontein,Bonny Brook,BrHse_SepStand,20263,LSM 11,Owned Not Paid Off,Afrikaans,White,Age 40 - 44,Married,Secondary,1443,0.33,Outeniekwa Road,18.702575,-33.836899000000003
Residential,Formal,"Fire, manually extinguished",16,January,2010,01/16/2010 12:00:00 AM,0:01,0:00 - 0:30,Sir Lowrys Pass Village,Helderberg,00:45|00:41|00:43|00:52,"Bed, Bedding And Personal Effects.",Minor Structural Fire,Extinghuished Fire With One Jet From E29 Motorpump,Two Lines Of Hose And Branch,Cooking,Paraffin Stove Was Left On Unattended.,0:10,East,"Somerset West, Strand",Sir Lowry's Pass,BrHse_SepStand,5257,LSM 05,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,8967,198000,Noleen Street,18.912718000000002,-34.121766000000001
Residential,Formal,"Fire, manually extinguished",17,April,2010,04/17/2010 12:00:00 AM,0:01,0:00 - 0:30,Strand,Helderberg,00:47|00:48|00:49|00:40,"Wood , Plastic , Clothing And Other Personal Belongings",Average Structural Fire,Fire Extinguished Using One Jet From W13,2x 45mm Hose And One Akron,Undetermined,Unknown,0:20,East,"Strand, Somerset West",Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,Phaliso,18.830607000000001,-34.112954999999999
Other,Miscellaneous,"False Alarm, Good Intent",21,June,2010,06/21/2010 12:00:00 AM,0:01,0:00 - 0:30,Khayelitsha,Tygerberg,00:24|00:19,,False Alarm,Nil.Sapd Required A Electrician .Services Of Brigade Not Required.,Nil,Electrical Faults,Electrical Wire Arching.,,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Hlikihla Street,18.650269999999999,-34.032004999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",18,January,2011,01/18/2011 12:00:00 AM,0:01,0:00 - 0:30,Ottery,South Peninsula,00:25|00:00|-377375:-38|00:19|00:16|00:21,Tyres,Rubbish Fire,Extinguihed: One Fog Jet From W01 Motor Pump,One Hosereel,Open Flames,Passerby Dropping A Light,0:10,West,Ottery,Ottery,BrHse_SepStand,24787,LSM 12,Owned Not Paid Off,English,Coloured,Age 45 - 49,Unmarried,Secondary,5372,199000,Woodlands Road,18.514446,-34.015022000000002
Other,Miscellaneous,"Fire, manually extinguished",14,April,2011,04/14/2011 12:00:00 AM,0:01,0:00 - 0:30,Belhar,Tygerberg,0:19,Tyres,Rubbish Fire,Extinguish Fire Using Water From E47(100l),1x Fog Jet In Use,Open Flames,Suspect Illegal Burning Of Tyres For Scrap Metal,0:03,East,Belhar,Belhar N.T.,BrHse_SepStand,9766,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 20 - 24,Unmarried,Secondary,2604,0.34,R 300,18.657662999999999,-33.944057000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",30,April,2011,04/30/2011 12:00:00 AM,0:01,0:00 - 0:30,Wynberg,Wynberg,0:41,Inside Of An Oak Tree.,Rubbish Fire,Brigade Used Extention Ladder And Fog Jet To Extinguish Fire.,"1xfog Jet, 1xextension Ladder.25nil",Other,Unknown,0:15,West,Wynberg,Wynberg,Flats,21125,LSM 11,Rented,English,Coloured,Age 25 - 29,Unmarried,Secondary,15274,507000,Station Road,18.470939000000001,-34.004643000000002
Miscellaneous,Animal Rescue,Special Service,24,November,2011,11/24/2011 12:00:00 AM,0:01,0:00 - 0:30,Sea Point,Cape Town,0:40,,Special Service,Retrieved Cat From Roof Void,Short Extention Ladder,N/a,Animal Rescue,,West,Sea Point,Sea Point,Flats,29274,LSM 13,Rented,English,White,Age 25 - 29,Unmarried,Secondary,14071,158000,Ilford Road,18.388104999999999,-33.917335999999999
Residential,Informal,"Fire, manually extinguished",2,February,2012,02/02/2012 12:00:00 AM,0:01,0:00 - 0:30,Joe Slovo Park,Blaauwberg,01:55|01:57|02:04|01:46|00:32|01:38|02:09|01:35|00:28|01:18,Wood And Iron Structures And Dwelling,Average Structural Fire,Extinguished Fire Using Four Jets From E55a(38000),"14 X 65mm Hose, 4 X Akron Branches, Standpipe And Key, 2 X Rakes, 1 X Spade",Undetermined,Undetermined,2:43,North,"Milnerton, Brooklyn, Goodwood, Epping",Joe Slovo Park,Backyard Informal,2950,LSM 04,Rented,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,13330,0.25,Democracy Way,18.511157000000001,-33.873413999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",5,February,2012,02/05/2012 12:00:00 AM,0:01,0:00 - 0:30,Bishop Lavis,Tygerberg,0:39,Rubbish,Rubbish Fire,Extinguished With One Fog Jet From E37 M/pump.,1 X Hosereel,Open Flames,Unknown,0:10,North,Epping,Bishop Lavis,BrHse_SepStand,5887,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,27950,259000,Modderdam Road (m10),18.582401999999998,-33.948587000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",3,November,2012,11/03/2012 12:00:00 AM,0:01,0:00 - 0:30,Beaconhill,Atlantis,0:25,Grass,Minor Vegetation Fire,Extinguished Fire Using 1xfogjet(e56a-100l),1x Hosereel,Open Flames,,0:07,North,Atlantis,Beaconhill,BrHse_SepStand,10875,LSM 07,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,2186,107000,Harrow Street,18.500927000000001,-33.561601000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,December,2012,12/02/2012 12:00:00 AM,0:01,0:00 - 0:30,Eersterivier,Tygerberg,01:03|01:03,Rubbish,Rubbish Fire,Ext Fire Using 1 X Hosereel From E36,1 X Hosereel,Other,Tyres Was Set Alight For Wire,0:10,North,Bellville,De Wijnlanden,BrHse_SepStand,48274,LSM 14,Rented,Afrikaans,White,Age 25 - 29,Married,Tertiary Plus,686,0.74,Stinkhout Street,18.740114999999999,-34.007533000000002
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",14,December,2012,12/14/2012 12:00:00 AM,0:01,0:00 - 0:30,Philippi,Cape Town,0:29,Rubbish,Rubbish Fire,Extinguished The Fire With One Fogjet From E53a.,One Hosereel And Spade.,Open Flames,Passerby Drop A Light,0:10,East,Guguletu,Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Weltevreden Road,18.530878999999999,-34.004941000000002
Residential,Informal,"Fire, manually extinguished",25,March,2013,03/25/2013 12:00:00 AM,0:01,0:00 - 0:30,Philippi,Cape Town,02:14|02:05|02:02|02:10|02:15|01:29|01:06|00:49,Household Furniture Etc,Average Structural Fire,Extinguished Fire With Two Jets,"Dividing Breeching, 3x65mmhose, 5x45mm Hose And 2xakron Branches",Open Flames,Pending On Police Investigation,0:55,East,"Mitchells Plain, Ottery, Guguletu",Philippi SP2,BrHse_SepStand,6581,LSM 06,Occupied,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6985,3422000,Vangaurd Drive,18.530878999999999,-34.004941000000002
Residential,Flat,"False Alarm, Good Intent",13,April,2013,04/13/2013 12:00:00 AM,0:01,0:00 - 0:30,Thornton,Cape Town,00:19|00:18|00:19|00:20|00:23,,,Nil,Nil,N/a,False Alarm With Good Intent Due To Smoke From Braai Area Being Mistaken For Flat Alight.,,North,Epping,Thornton,BrHse_SepStand,26110,LSM 12,Rented,English,Coloured,Age 25 - 29,Unmarried,Secondary,4969,189000,Albatross Way,18.528421999999999,-33.928367000000001
Residential,Formal,"False Alarm, Malicious",11,May,2013,05/11/2013 12:00:00 AM,0:01,0:00 - 0:30,Grassy Park,South Peninsula,00:20|00:20|00:23,,,,,N/a,False Alarm Malicious,,West,"Wynberg, Ottery",Grassy Park SP,BrHse_SepStand,13039,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,20277,324000,Mossie Street,18.499364,-34.047750999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",23,May,2013,05/23/2013 12:00:00 AM,0:01,0:00 - 0:30,Retreat/sheridon Park,South Peninsula,00:31|00:11|00:14,Vegetation,Minor Vegetation Fire,Extinguished With One Fog Jet From E16 Motor Pump,One Hose Reel,Open Flames,Passer-by Dropping A Light,0:20,West,"Lakeside, Wynberg",Retreat,BrHse_SepStand,12220,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,27173,527000,Military Road,18.472010999999998,-34.063166000000002
Transport,Car/Motorcycle,"Fire, manually extinguished",23,August,2013,08/23/2013 12:00:00 AM,0:01,0:00 - 0:30,Walmer Estate,Cape Town,00:00|00:20,,Rubbish Fire,Nil,Nil,Arson,Suspected Arson Pending Saps Investigation,,West,Roeland Street,Marina Da Gama,BrHse_SepStand,28131,LSM 13,Owned Not Paid Off,English,White,Age 50 - 54,Married,Secondary,5245,296000,Chester Road,18.462516999999998,-34.090727999999999
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",25,October,2013,10/25/2013 12:00:00 AM,0:01,0:00 - 0:30,Three Anchor Bay,Cape Town,00:24|00:30|00:15|00:16,Sawdust In Bag,Rubbish Fire,Extinguished: With One Fog Jet From E48 Motor Pump,1 X Hosereel,Other,Spontaneous Combustion,0:05,West|north,"Sea Point, Roeland Street, Goodwood",Three Anchor Bay,Flats,28610,LSM 13,Rented,English,White,Age 25 - 29,Unmarried,Secondary,2348,0.29,Glengariff Road,18.397953999999999,-33.909303999999999
Residential,Formal,"Fire, manually extinguished",29,March,2014,03/29/2014 12:00:00 AM,0:01,0:00 - 0:30,Parow,Tygerberg,01:41|01:45|01:37,"Household Furniture And Personal Affects, Etc.",Average Structural Fire,Extinguished With 2x Jets And 1x Fog Jet From E51 (25000 Liters),Road Cones / 4x Ba Sets / 1x Ceiling Hook / 5x 65mm Hose / 1x Key & Bar / 1x Standpipe / 1x Short Length / 1x False Spindle / 1x Hose Reel / 2x Tft Branches / 2x 45mm Hose / 1x First Floor Ladder.,Undetermined,Undetermined,1:11,North,"Goodwood, Bellville",Parow SP,Flats,9715,LSM 07,Rented,Afrikaans,Black African,Age 25 - 29,Unmarried,Secondary,3609,0.52,King Edward Street,18.578068999999999,-33.907921999999999
Other,Miscellaneous,"Fire, manually extinguished",26,July,2014,07/26/2014 12:00:00 AM,0:01,0:00 - 0:30,Macassar,Helderberg,2:14,Insulation Of Electrical Wiring,Miscellaneous,Extinquished With 1 Dry Chemical Powder Extinguisher From E23a Motor Pump,1 X Dry Chemical Extinguisher,Electrical Faults,"Short Circuit In Electrical Wiring, Overheating And Igniting Insulation",,East,Macassar,Macassar SP,BrHse_SepStand,6456,LSM 06,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,34151,2706000,Tinktinkie Street,18.752175999999999,-34.063428999999999
Residential,Formal,"Fire, manually extinguished",27,October,2014,10/27/2014 12:00:00 AM,0:01,0:00 - 0:30,Grassy Park,South Peninsula,00:41|00:40|00:45|00:22,Entire Structure,Average Structural Fire,Extinguished With 1 Fog Jet,1 X Hose Reel,Smoking,Lighted Candle Left Unattended Overturned And Ignited Personal Effects,0:20,West,Ottery,Grassy Park SP,BrHse_SepStand,13039,LSM 08,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,20277,324000,Market Street,18.496143,-34.050096000000003
Residential,Informal,"Fire, manually extinguished",5,November,2014,11/05/2014 12:00:00 AM,0:01,0:00 - 0:30,Somerset West,Helderberg,00:58|00:04|00:43|00:10,"Beds, Bedding And Personal Effects.",Average Structural Fire,Extinguished With One Jet From E07,1 X 45mm Fire Hose,Other,"Lighted Candle Overturned, Igniting Bedding",0:15,East,"Somerset West, Strand",Firgrove Rural,BrHse_SepStand,28935,LSM 13,Rented,Afrikaans,White,Age 25 - 29,Unmarried,Secondary,1204,1921000,Victoria Road,18.813265000000001,-34.077181000000003
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",23,November,2014,11/23/2014 12:00:00 AM,0:01,0:00 - 0:30,Somerset West ( Chris Nissen Park ),Helderberg,01:35|01:02,Area Of Vegetation.,Minor Vegetation Fire,Extinguish Fire With 1 X Jet And Spades X 2.,"Akron Branch X 1, 65mm X 1 Hose, 45mm Hose X 4 And 2 X Spades.",Other,Unknown Passerby Dropping A Light.,0:45,East,Macassar,Happy Valley,BrHse_SepStand,2728,LSM 03,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,4970,0.34,Hazelden Drive,18.684695000000001,-33.974435
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",13,December,2014,12/13/2014 12:00:00 AM,0:01,0:00 - 0:30,Atlantis,Blaauwberg,0:30,Grass,Minor Vegetation Fire,Fire Extinguished Using One Fogjet From E41a,Hosereel,Undetermined,Unknown,0:10,North,Atlantis,Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,Gardenia Street,18.494011,-33.563637999999997
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",24,December,2014,12/24/2014 12:00:00 AM,0:01,0:00 - 0:30,Leonsdale,Tygerberg,0:13,Vegetation,Minor Vegetation Fire,Extinguished Fire With 1 X Fog Jet From E 51 M/pump,1 X Hose Reel,Open Flames,Passer By Dropping Alight,0:05,North,Goodwood,Leonsdale,BrHse_SepStand,4762,LSM 05,Rented,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,6680,0.53,Epping Avenue,18.577469000000001,-33.915247000000001
Residential,Formal,"False Alarm, Good Intent",1,January,2015,01/01/2015 12:00:00 AM,0:01,0:00 - 0:30,Simonstown,South Peninsula,00:10|00:06|00:20|00:07,,False Alarm,Nil,Nil,N/a,False Alarm With Good Intent Due To Braai Fire Mistaken For Roof Alight,,West,"Simonstown, Fish Hoek, Hout Bay",Simon's Town SP,BrHse_SepStand,25323,LSM 12,Owned Paid In Full,English,White,Age 50 - 54,Married,Secondary,1100,1489000,Cotton Lane,18.420200999999999,-34.181725999999998
Residential,Informal,"Fire, manually extinguished",13,January,2015,01/13/2015 12:00:00 AM,0:01,0:00 - 0:30,Old Crossroads,Cape Town,00:59|00:31|00:56|00:01|00:27|00:33,"Bed, Bedding And Personal Effects Etc.",Minor Structural Fire,Extinguished With One Jet From E30 M/pump Backed Up By B01,"2 X 65mm, 1 X 45mm Length Of Hoses And Branch",Open Flames,Lighted Candle Overturned Igniting Combustible Material,0:23,East,"Guguletu, Mitchells Plain",Athlone SP,BrHse_SepStand,15355,LSM 09,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,9386,150000,Old Klipfontein Road,18.506843,-33.961041000000002
Residential,Formal,"Fire, manually extinguished",16,February,2015,02/16/2015 12:00:00 AM,0:01,0:00 - 0:30,Vasco Estate,Tygerberg,01:40|01:45|00:58|00:31|01:37|00:17,Personal Effects,Average Structural Fire,Extinguish Fire With Two Jets From E51 Motor Pump And One Jet From E32a Backed Up By Street Hydrant.,"10 X 65mm Hose, 2 X 45mm Hose, 2 X Branches",Undetermined,Undetermined,0:55,North,"Goodwood, Epping",Vasco Estate,BrHse_SepStand,18709,LSM 10,Rented,English,White,Age 25 - 29,Unmarried,Secondary,7388,135000,Nelson Street,18.55996,-33.910432
Residential,Informal,"Fire, manually extinguished",15,July,2015,07/15/2015 12:00:00 AM,0:01,0:00 - 0:30,Atlantis,Blaauwberg,01:39|01:40|00:46|01:51,Wood And Iron Strutures,Average Structural Fire,Brigade Extinguished Fire By Using 4xfog Jets(2xe41a-3500)and(2xe33-3000),4x Hosereels,Electrical Faults,Loadshedding,0:50,North,"Atlantis, Milnerton, Melkbos",Avondale SP1,BrHse_SepStand,8647,LSM 06,Owned Not Paid Off,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,12281,232000,Old Mamre Darling Road|rygersdal Drive (r304),18.494011,-33.563637999999997
Transport,Car/Motorcycle,"Fire, manually extinguished",16,September,2015,09/16/2015 12:00:00 AM,0:01,0:00 - 0:30,Blue Downs,Blue Downs,0:29,Upholstery In Cab Section,Vehicle Fire,Fire Extinguished With One Fog Jet From E03a.,1 X Hose Reel,Electrical Faults,Faulty Electrical Wiring Arching Igniting Combustibles,0:15,East,Mfuleni,Voorbrug,BrHse_SepStand,5201,LSM 05,Owned Paid In Full,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,13192,121000,Hindle Road,18.648325,-33.971772000000001
Other,Rubbish/Grass/Bush,"False Alarm, Good Intent",2,October,2015,10/02/2015 12:00:00 AM,0:01,0:00 - 0:30,Ocean View,South Peninsula,0:34,,False Alarm,Nil,Nil,N/a,False Alarm With Good Intent Due To Cooking Fire Mistaken For Grass Alight,,West,Fish Hoek,Cape Peninsula National Park,Informal,3818,LSM 05,Occupied,IsiXhosa,Black African,Age 20 - 24,Unmarried,Secondary,1372,16457000,Kommetjie Road,18.342469999999999,-34.153129999999997
Residential,Informal,"Fire, manually extinguished",12,October,2015,10/12/2015 12:00:00 AM,0:01,0:00 - 0:30,Cafda Village,Retreat,01:47|01:28|00:56|01:44,Entire Wood And Structure,Minor Structural Fire,Extinguished Fire With 1 X Jet From E17 Motor Pump.,2 X 45mm Hose.,Undetermined,Undertermined Pending On Saps Investigation,0:30,West,"Lakeside, Wynberg",Cafda Village,Semi-detached,5962,LSM 06,Rented,Afrikaans,Coloured,Age 0 - 4,Unmarried,Secondary,10518,0.89,Hertslet Street,18.483149999999998,-34.060698000000002
Other,Miscellaneous,"Fire, manually extinguished",13,October,2015,10/13/2015 12:00:00 AM,0:01,0:00 - 0:30,Makhaya,Tygerberg,00:19|00:09|00:14|00:05,Bed Bedding And Personal Effects Ect,Average Structural Fire,Extinguished The Fire With Water Using 1 Fog Jet From E18,One Hose Reel,Other,Unknown Ignition Source Igniting Combustable Materials In Structure.,0:10,East,Khayelitsha,,,0,,,,,,,,0,0,Oscar Mpetha Road,0,0
Residential,Informal,"Fire, manually extinguished",24,October,2015,10/24/2015 12:00:00 AM,0:01,0:00 - 0:30,Khayelitsha,Tygerberg,01:28|01:07|00:31|00:52|01:12|00:01,"Bed, Bedding And Personal Effects, Etc.",Average Structural Fire,Extinguished With One Jet From E34(1800 Backed Up By Wo8(7200),3 X 65mm And 1 X 45mm Hose,Electrical Faults,Short Circuit In Electrical Wiring Igniting Insulation,0:15,East,"Lansdowne, Khayelitsha, Guguletu, Belhar",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Mew Way,18.653110000000002,-34.034019000000001
Residential,Formal,"Fire, manually extinguished",4,January,2009,01/04/2009 12:00:00 AM,0:02,0:00 - 0:30,Elsies Rivier,Tygerberg,00:18|00:28|00:23|00:27,Washing In Bathroom,,Ensures Area Safe,Nil,Smoking,Suspected Smoking Igniting Washing In Bathroom,,North,"Goodwood, Belhar",Riverton,BrHse_SepStand,14799,LSM 09,Owned Paid In Full,English,Coloured,Age 20 - 24,Unmarried,Secondary,2430,0.42,Clive Road,18.563725000000002,-33.914006000000001
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",2,April,2009,04/02/2009 12:00:00 AM,0:02,0:00 - 0:30,Gordons Bay,Blaauwberg,00:25|00:28,Rubbish,Rubbish Fire,Extinguished Fire With One Fog-jet From E46,One Fog-Jet From E46,Undetermined,Unknown,0:10,North,Milnerton,Gordons Bay SP,BrHse_SepStand,21896,LSM 11,Rented,Afrikaans,White,Age 25 - 29,Married,Secondary,5274,302000,Killarney Road,18.877126000000001,-34.156393999999999
Residential,Formal,"Fire, manually extinguished",20,August,2009,08/20/2009 12:00:00 AM,0:02,0:00 - 0:30,Strand,Helderberg,00:47|00:49|00:49|00:45,Roofing Timbers Etc,Average Structural Fire,Brigade Extinguished Fire Using 1 X Jet(3200l) From E05.,"1 X 45mm, 1 X 65mm Hose",Heating,Lpg Heater Igniting Curtains.,0:10,East,Strand,Strand SP,BrHse_SepStand,19641,LSM 11,Rented,Afrikaans,White,Age 35 - 39,Married,Secondary,9729,341000,De Buisson Street,18.830607000000001,-34.112954999999999
Residential,Informal,"Fire, manually extinguished",26,December,2009,12/26/2009 12:00:00 AM,0:02,0:00 - 0:30,Khayelitsha,Tygerberg,00:00|01:36|03:26|03:17|03:25|01:28|04:10|03:22|02:39|03:22|02:33,"Entire Structures With Bed, Bedding, Furniture And Personal Effects",Average Structural Fire,"4 Jets In Use From E54 A And E18 Backed Up By W17, W11, W12(80 000lt)","Branches, Hoses",Undetermined,Unknown,2:42,East,"Mfuleni, Belhar, Macassar, Khayelitsha",Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Idada Street,18.650269999999999,-34.032004999999998
Other,Rubbish/Grass/Bush,"Fire, manually extinguished",30,March,2010,03/30/2010 12:00:00 AM,0:02,0:00 - 0:30,Mfuleni,Tygerberg,1:25,Tyres,Rubbish Fire,1 Jet In Use From E54a(3000lt),Hose And Branch,Undetermined,Unknown,0:57,East,Mfuleni,Mfuleni SP,BrHse_SepStand,3007,LSM 04,Occupied,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,55174,1346000,Hindle,18.678387000000001,-34.000667999999997
Residential,Informal,"False Alarm, Good Intent",1,April,2010,04/01/2010 12:00:00 AM,0:02,0:00 - 0:30,Mfuleni,Tygerberg,00:12|00:12,Nil,False Alarm,Nil,Nil,,Fagi Due To Call At Which E05 Already In Attendance Being Mistaken For Further Call.,,East,Lansdowne,Mfuleni SP,BrHse_SepStand,3007,LSM 04,Occupied,IsiXhosa,Black African,Age 0 - 4,Unmarried,Secondary,55174,1346000,Temba Crescent,18.675498000000001,-34.004309999999997
Other,Miscellaneous,"Fire, manually extinguished",4,June,2010,06/04/2010 12:00:00 AM,0:02,0:00 - 0:30,Khayelitsha,Tygerberg,0:42,Tyres And Rubbish,Rubbish Fire,Extinguised With One Fog Jet From E18(2000lt),1xfog Jet,Other,Political Difference,0:20,East,Khayelitsha,Bongani TR Section,Informal,1933,LSM 01,Occupied,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,8799,696000,Baden Powell Drive,18.650269999999999,-34.032004999999998
Residential,Informal,"Fire, manually extinguished",6,June,2010,06/06/2010 12:00:00 AM,0:02,0:00 - 0:30,Guguletu,Cape Town,01:44|01:50|00:16|01:38|01:39|00:18|371952:16|00:30|01:17|00:08|00:10|01:15,"Beds, Bedding And Personal Effects Etc.",Minor Structural Fire,Extinguished With Three Jets From Echo 53 Alpha Motor Pump,3 X 45mm & 4 X 65mm Hose,Undetermined,Unknown - Pending Saps Investigation,0:15,East,"Guguletu, Mitchells Plain, Ottery, Kuilsrivier",Gugulethu SP,BrHse_SepStand,5263,LSM 05,Owned Paid In Full,IsiXhosa,Black African,Age 25 - 29,Unmarried,Secondary,58328,488000,Ny 30,18.572023000000002,-33.983476000000003
