ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
82,North West - Bojanala,0,1,Mmakau,Ga-Rankuwa Magistrate's Court,NW - Mmakau,"-25.603778,27.978773",Not applicable,Not applicable,12-Feb-13,12-Feb-13,0,1,Crime related,Peaceful,0,5,Captain Amanda Funani said residents were calling on the court not to grant a 41-year-old man bail. He is accused of the murder of 11-year-old Offense Mogale.,79900031,59,6,30,46,57,23895,142,17,24336,24,60,1318,103,189,6278,7407,7596,7493,23969,9,0,36,194,56,0,24335,24,19,28,"5
(-25.603777, 27.978773)"
92,Western Cape - Cape Agulhas,0,0,Bredasdorp,Bredasdorp,WC - Bredasdorp,"-34.533129,20.041938",All Saints Rd,Long St,12-Feb-13,12-Feb-13,0,1,Crime related,Peaceful,0,1,"A group of people (women, men and children) marched through the Western Cape town of Bredasdorp on Tuesday morning to express their outrage at the rape and murder of teenager Anene Booysen.",10303004,192,62,50,24,6,4373,29,6,5719,27,950,430,15,277,1595,1748,2025,2010,5391,0,105,48,56,19,13,5719,27,52,8,"9
(-34.533129, 20.041937)"
43,Eastern Cape - Cacadu,0,1,Paterson,Sandisilwazi High School,EC - Paterson,"-33.43999,25.965039",R342,R342,14-Feb-13,15-Feb-13,0,2,Education related,Peaceful,0,5,"Learners and parents protest outside the facility (school), that the education department has failed to appoint maths teachers for grades 8 to 12.",21006008,438,344,960,24,143,3313,3196,442,9328,46,422,1124,354,544,1498,2078,2622,2268,6347,61,947,570,439,153,68,9329,46,638,60,"1
(-33.43999, 25.965039)"
21,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.746289,28.186626",Bosman street,Church street,15-Feb-13,26-Mar-13,1,4,Labour related,Peaceful,0,3,"The SA Post Office can confirm that an illegal work stoppage has occurred at the Witspos and Tshwane Mailing Centres in Gauteng.  Initial investigations indicate that the work stoppage is not related to the organisation at all. Management is seeking clarity on the jreal causes of the work stoppage in order to determine the next course of action. However, the no-work-no-pay principle applies as the work stoppage remains illegal and could potentially compromise service delivery.",79900058,184,39,75,201,5,31899,650,28,33662,345,236,1322,123,564,8786,9544,10108,9985,32636,11,8,78,372,111,8,33662,345,21,72,"3
(-25.746289, 28.186626)"
22,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.201789,28.04654",Jeppe street,Von Wielligh street,15-Feb-13,26-Mar-13,1,4,Labour related,Peaceful,0,3,"The SA Post Office can confirm that an illegal work stoppage has occurred at the Witspos and Tshwane Mailing Centres in Gauteng.  Initial investigations indicate that the work stoppage is not related to the organisation at all. Management is seeking clarity on the jreal causes of the work stoppage in order to determine the next course of action. However, the no-work-no-pay principle applies as the work stoppage remains illegal and could potentially compromise service delivery.",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.201789, 28.04654)"
23,Gauteng - Ekurhuleni,1,0,Germiston,Germiston,GP - Germiston,"-26.211819,28.161392",Victoria street,Don't know,15-Feb-13,26-Mar-13,1,4,Labour related,Peaceful,0,3,"The SA Post Office can confirm that an illegal work stoppage has occurred at the Witspos and Tshwane Mailing Centres in Gauteng.  Initial investigations indicate that the work stoppage is not related to the organisation at all. Management is seeking clarity on the jreal causes of the work stoppage in order to determine the next course of action. However, the no-work-no-pay principle applies as the work stoppage remains illegal and could potentially compromise service delivery.",79700093,321,8226,1229,85,1368,10265,1570,137,23827,15,611,8491,8118,8213,2986,3264,11477,3359,21473,47,324,23,911,96,36,23825,15,51,849,"3
(-26.211818, 28.161391)"
34,Mpumalanga - Thembisile,0,0,Nkangala,Kwamhlanga,MP - Kwamhlanga,"-25.749806,28.368931",Solomon Mahlangu drive,Solomon Mahlangu drive,15-Feb-13,15-Feb-13,0,1,Crime related,Peaceful,0,5,"School girls marched against women and child abuse, an anti rape campaign, also in solidarity to Anene Booysen's case.",79900086,178,231,56,134,16,42451,50,34,43584,0,434,2214,215,395,10828,12647,13042,12827,42635,0,7,114,381,199,31,43584,0,15,202,"7
(-25.749806, 28.368931)"
35,Mpumalanga - Emalahleni,0,0,Witbank,Emalahleni,MP - Witbank,"-25.886298,29.228358",OR Tambo Rd,OR Tambo Rd,15-Feb-13,15-Feb-13,-1,4,Labour related,Violent,1,5,"Protesting employees at the Emalahleni Local Municipality in Mpumalanga manhandled a local manager they accused of corruption, removing his shoes and tearing his clothes.",83102022,6,0,13,88,0,5381,5,0,5521,17,11,269,24,97,1816,1988,2085,2061,5249,0,0,4,176,31,5,5521,17,20,19,"7
(-25.886298, 29.228358)"
97,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town station,WC - Cape Town Central,"-33.92213,18.425064",Adderley St,Strand St,15-Feb-13,15-Feb-13,1,1,Crime related,Peaceful,0,3,"Various organisations took to major cities to protest against rape and violence against women and children in the One Billion Rising campaign. As a backdrop to the brutal rape and killing of Anene Booysen, organisations in Cape Town gathered at the Cape Town station to protest. Speaking at the demonstration, LeadSA’s Yusuf Abramjee called on President Jacob Zuma to act.",19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.92213, 18.425063)"
234,Gauteng - City of Johannesburg,1,0,Johannesburg,Lenasia,GP - Lenasia,"-26.298089,27.872628",K43,K43,15-Feb-13,15-Feb-13,0,1,Crime related,Peaceful,0,5,"Being Black Friday, the picketers held up posters, slamming rape and calling for harsher punishment against perpetrators. Early morning motorists driving past, hooted in support. The protests was Organised by Lenasia Active Citizenry and the Women for Peace, the protest drew about 50 people, from a number of organisations.",79800011,48,78,227,135,2,31428,9,37,33272,0,1308,652,89,101,8158,8709,8810,8721,32705,16,0,37,271,162,4,33273,0,23,55,"3
(-26.298089, 27.872627)"
104,Western Cape - City of Cape Town,1,0,Cape Town,Parliament,WC - Cape Town Central,"-33.927671,18.4186",Plein Street,Plein Street,17-Feb-13,17-Feb-13,0,4,Labour related,Peaceful,0,2,"Fearing job losses due to cheap imports of chicken from Brazil and the European Union, about 100 members of the Food Allied Workers Union (FAWU) protested  in Plein Street outside Parliament yesterday calling for government intervention.",19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.92767, 18.4186)"
54,Gauteng - City of Johannesburg,1,0,Johannesburg,Vlakfontein informal settlement,GP - Roodepoort,"-26.380351,27.886662",Randfontein Road,Impala Road and Corlett Avenue,21-Feb-13,21-Feb-13,0,9,Service delivery,Violent,1,5,It was unclear what the protests were about.,79800122,171,2638,189,111,492,44480,2224,523,52057,11,1218,3891,2499,2769,11664,12786,15555,13056,44768,53,19,4324,430,2079,36,52057,11,69,268,"3
(-26.380351, 27.886662)"
91,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town CBD,WC - Cape Town Central,"-33.931023,18.433414",Keizergracht Street,Wale Street,21-Feb-13,21-Feb-13,0,1,Crime related,Peaceful,0,3,"ANCWL led march against women and child abuse (Rape and Killing of women and children). The most notable case was the gang-rape, murder, and mutilation of Anene Booysen, aged 17, in Bredasdorp three weeks ago.
The body of Ge-Audrey Bianca Green, aged 19, of Scottsville was recently found stashed in a drawer beneath a bunk bed, and a week ago the body of 18-year-old Jo-Anne Diane van Schalkwyk was found in bushes near Atlantis.
On Monday, Melandri Bukkies, aged 20, was stabbed and killed in her Atlantis home, allegedly by her ex-boyfriend. ANCWL called for an end to violent crimes committed against women and children in the Western Cape.",19100057,341,67,50,294,28,31723,2,12,33076,182,377,2365,85,1565,7838,8638,10203,10118,32328,23,6,36,386,55,0,33076,182,31,29,"9
(-33.931023, 18.433413)"
20,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.750053,28.183751",Francis Baard street,Sophie de Bruyn street,22-Feb-13,22-Feb-13,0,1,Crime related,Peaceful,0,5,"Group of people protested in what appears to be solidarity against violence and crime against women outside the magistrate court during the bail hearing of Oscar Pistorious. The paralympian athlete is accused of murdering his girlfriend, Reeva Steenkamp at his house in the east of Pretoria, last week",79900060,519,82,147,226,44,30975,16,23,32681,24,625,1591,566,786,8409,9214,10000,9434,28303,2,415,97,3652,29,18,32680,24,9,131,"3
(-25.750053, 28.183751)"
73,Limpopo - Polokwane,0,0,Polokwane,"Polokwane, provincial legislature",LP - Polokwane,"-23.896403,29.447954",Do not know,Do not know,22-Feb-13,22-Feb-13,0,5,Political causes,Peaceful,0,5,"Protest by the African National Congress’s (ANC’s) allies — the Congress of South African Trade Unions (Cosatu) and the South African Communist Party (SACP) — outside the opening of the provincial legislature in Polokwane, urging premier Cassel Mathale to step down.",93504020,46,7,26,142,2,27752,28,9,28149,71,66,818,119,493,7552,7877,8370,8251,26149,5,18,26,1295,448,3,28149,71,31,103,"8
(-23.896402, 29.447953)"
108,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha; Luleka Primary School,WC - Khayelitsha,"-34.059007,18.670976",Mew Wy,Steve Biko Rd,23-Feb-13,24-Feb-13,-1,2,Education related,Peaceful,0,5,"Parents clashed in front of Luleka Primary School in Khayelitsha, Harare, yesterday over the principal’s announcement that each family was to contribute an extra R100 to pay security guards at the school.",19100098,4068,94,1703,52,14,21797,64,22,28971,0,1157,5966,438,1071,2857,7752,8823,8385,28477,24,1,28,157,181,3,28971,0,27,73,"9
(-34.059007, 18.670976)"
232,KwaZulu Natal - eThekwini,1,0,Durban,"Durban University of Technology (ML Sultan Campus, Steve Biko Campus",KZN - Durban Central,"-29.848014,31.010059",Johnn Zikhali Rd,Market Road,25-Feb-13,9-Mar-13,1,4,Labour related,Violent,1,5,"The three labour unions at DUT started protesting at the university, following a breakdown in salary negotiations.",59500031,240,89,37,240,32,31524,76,41,33111,89,743,1025,222,828,10408,10605,11433,11211,31529,13,18,62,1180,97,8,33111,89,41,74,"6
(-29.848013, 31.010058)"
79,Mpumalanga - Nkangala,0,0,KwaMhlanga,Sizamile Primary School; KwaMhlanga,MP - Kwamhlanga,"-25.453234,28.638069",R567,Don't know,26-Feb-13,26-Feb-13,0,2,Education related,Peaceful,0,5,"Disgruntled parents closed the school last week demanding the removal of the principal and her deputy, accusing them of corruption and intimidation. They also alleged the principal was divisive.",83105002,164,1014,43,17,74,461,6818,2347,11208,3,267,1411,296,502,1577,2486,2988,2692,9798,13,24,735,449,105,33,11207,3,18,29,"7
(-25.453233, 28.638069)"
100,Western Cape - City of Cape Town,1,0,Cape Town,"Gugulethu, Kanana informal settlement",WC - Gugulethu,"-33.967281,18.570793",Ny 111,Ny,26-Feb-13,26-Feb-13,0,7,Vigilantism,Violent,1,3,17-year-old Eddie Raqa was necklaced by residents in Gugulethu’s Kanana informal settlement after he was caught allegedly robbing a woman there.,19100040,1866,16090,384,69,53,9651,195,49,28472,0,115,5102,139,227,3104,7979,8206,8067,26618,27,0,540,1019,186,16,28472,0,32,34,"9
(-33.967281, 18.570792)"
83,Gauteng - City of Tshwane,0,0,Hammanskraal,"Steve Bikoville, Hammanskraal",GP - Hammanskraal,"-25.392461,28.303121",N1 Highway,Don't know,28-Feb-13,2-Mar-13,0,9,Service delivery,Violent,1,5,"Residents in Steve Bikoville near Hammanskraal have been protesting since Thursday afternoon after allegedly being without clean water for about two months. Protesters claim they have not received clean water, suitable for drinking, since January.",79900073,311,171,171,147,163,6570,28457,2519,39615,0,1106,2643,426,902,7425,9166,10068,9642,29067,37,837,3421,2782,1391,104,39616,0,564,1413,"3
(-25.392461, 28.303121)"
469,Eastern Cape - Buffalo City,0,0,East London,Mzamomhle - Gonubie,EC - Gonubie,"-32.955317,27.990047",Wilson Street,Wilson Street,28-Feb-13,28-Feb-13,0,4,Labour related,Peaceful,0,5,More than 40 public works employees in Mzamomhle in Gonubie claim they are working under unbearable conditions after the department reportedly failed to provide them with protective clothing.,29200028,3025,127,666,55,9,11882,25,10,16251,0,452,3152,2276,2569,3382,3965,6534,4258,15705,6,24,35,232,46,9,16253,0,83,113,"1
(-32.955317, 27.990047)"
40,North West - Rustenburg,0,1,Rustenburg,Marikana,NW - Marikana,"-25.682994,27.535429",Do not know,Do not know,4-Mar-13,5-Mar-13,1,4,Labour related,Peaceful,0,5,"The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there.",63702026,657,249,841,80,820,3380,12973,1190,20376,0,186,4261,1853,1985,6513,8789,10774,8921,16014,47,69,118,1436,1525,13,20375,0,85,1068,"5
(-25.682994, 27.535429)"
80,North West - City of Matlosana,0,1,Klerksdorp,Klerksdorp,NW - Klerksdorp,"-26.85838,26.667252",Bram Fischer Street,Oliver Tambo Street,4-Mar-13,4-Mar-13,1,1,Crime related,Peaceful,0,3,ANC members sang and danced outside the Klerksdorp Magistrates’ Court in opposition to bail for eight men accused of killing North West ANC official Obuti Chika.,64003017,7,3,31,116,0,10912,3,15,11534,13,434,529,37,275,3659,3913,4188,4151,11184,12,4,6,140,150,1,11534,13,1,23,"5
(-26.85838, 26.667252)"
29,KwaZulu Natal - eThekwini,1,0,Durban,Durban University of technology,KZN - Durban Central,"-29.849354,31.010284",Chancelor Ave,Chancelor Ave,5-Mar-13,7-Mar-13,1,4,Labour related,Peaceful,0,5,"Unions representing administration and academic staff in the week-long strike over a salary increase, accused university management of deploying security guards in riot gear to block protesters from picketing. Staff at the Pietermaritzburg campuses have also join the strike.",59500031,240,89,37,240,32,31524,76,41,33111,89,743,1025,222,828,10408,10605,11433,11211,31529,13,18,62,1180,97,8,33111,89,41,74,"6
(-29.849354, 31.010283)"
124,North West - Rustenburg,0,0,Rustenburg,"Marikana, Lonmin Mine",NW - Marikana,"-25.667966,27.52325",Not applicable,Not applicable,5-Mar-13,5-Mar-13,0,4,Labour related,Violent,1,5,"Miners returned to work today at platinum producer Lonmin's Marikana mine, ending a one-day illegal stoppage, The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there.",63702026,657,249,841,80,820,3380,12973,1190,20376,0,186,4261,1853,1985,6513,8789,10774,8921,16014,47,69,118,1436,1525,13,20375,0,85,1068,"5
(-25.667966, 27.52325)"
27,Gauteng - Ekurhuleni,1,0,East Rand,Daveyton,GP - Daveyton,"-26.138265,28.424624",Do not know,Do not know,6-Mar-13,6-Mar-13,1,1,Crime related,Violent,1,5,Crowd protested at the Benoni Magistrate's Court ahead of the expected first public appearance of eight policemen charged over the death of a taxi driver,79700069,109,28,36,56,5,21278,40,18,21669,0,99,2025,241,467,4676,6234,6701,6460,21112,18,0,54,418,20,9,21669,0,13,25,"3
(-26.138265, 28.424624)"
32,Limpopo - Polokwane,0,0,Polokwane,Polokwane,LP - Polokwane,"-23.899274,29.454112",Excelsior Street,133 Biccard Street,6-Mar-13,6-Mar-13,0,4,Labour related,Peaceful,0,4,Following are reasons for SADTU's pickets and protests: Dismiss the Department of Basic Education Director General Mr. Bobby Soobrayan as he collapsed Collective Bargaining and is inefficient to run Department of Education; Pay Grade 12 markers; Reinstate the rural allowance; Pay schools the money for norms and standards; Pay teachers money for last year Grade 10 catch-up programme; Distribution of textbook to all deserving schools.,93504023,213,15,85,160,26,17021,572,68,18969,15,794,1064,278,654,5689,6099,6753,6475,16254,5,30,72,383,2069,1,18969,15,23,117,"8
(-23.899273, 29.454112)"
46,Free State - Moqhaka,0,1,Viljoenskroon,Rammolutsi informal settlement,FS - Viljoenskroon,"-27.189457,26.955001",Not applicable,Not applicable,6-Mar-13,6-Mar-13,0,9,Service delivery,Peaceful,0,5,"Community protest against corruption, political nepotism, poor service delivery and the intransigence of their local government – Moqhaka Municipality.",42001021,15,375,92,0,0,6133,26,41,6698,0,16,792,132,192,1013,1613,1805,1673,6635,0,9,31,1,8,0,6697,0,1,12,"2
(-27.189457, 26.955)"
