GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,095",1.09500,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,800",1.80000,,,,,
SA_0000001687,Exports of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,,,,,,,214,214.00000,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"3,509",3.50900,,,,,
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,132",1.13200,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,811",2.81100,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"3,274",3.27400,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"24,735",24.73500,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,900",1.90000,,,,,
SA_0000001687,Exports of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,,,,,,,268,268.00000,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,000",2.00000,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"3,323",3.32300,,,,,
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,197",1.19700,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"25,260",25.26000,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,717",2.71700,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,050",2.05000,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"3,392",3.39200,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"26,000",26.00000,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"3,126",3.12600,,,,,
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,243",1.24300,,,,,
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,176",1.17600,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,011",2.01100,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"26,526",26.52600,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"25,949",25.94900,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"2,007",2.00700,,,,,
SA_0000001685,Sales of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,"1,325",1.32500,,,,,
SA_0000001680,Perceived trend in production,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,increase,,,,,,
SA_0000001681,Perceived trend in imports,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,,,,,,,
SA_0000001682,Perceived trend in sales,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,increase,,,,,,
SA_0000001683,Perceived trend in exports,0,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,,,,,,,
RSUD_2,"Point prevalence (%), drug use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2498,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,0.63,0.63000,,,,,
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2497,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,3.64,3.64000,,,,,
RSUD_2,"Point prevalence (%), drug use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2498,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,0.20,0.20000,,,,,
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2497,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,0.88,0.88000,,,,,
RSUD_8,Epidemiological data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2504,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_10,National survey on substance use among children and adolescents,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2506,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_11,Data on substance use disorders disseminated in national annual reports,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2507,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_10,National survey on substance use among children and adolescents,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2506,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_8,Epidemiological data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2504,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_11,Data on substance use disorders disseminated in national annual reports,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2507,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_15,Guidelines on the pharmacological treatment of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2511,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_19,Programmes diverting clients from the justice system towards treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2515,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_14,Policy documents on the pharmacological treatment of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2510,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_18,Drug courts,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2514,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,no,,,,,,
RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_17,Legislative provision for compulsory treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2513,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_16,Legislative provision for treatment and rehabilitation of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2512,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,yes,,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,0.87,0.87000,,,,,
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,12.00,12.00000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,1.88,1.88000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,2.73,2.73000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,1.51,1.51000,,,,,
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,20.80,20.80000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,1.37,1.37000,,,,,
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,3.74,3.74000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,2.32,2.32000,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,0.0,0.00000,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,25.7,25.70000,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,15.0,15.00000,,,,,
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,142.8,142.80000,,,,,
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,141.1,141.10000,,,,,
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,134.7,134.70000,,,,,
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,75.3,75.30000,,,,,
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,84.8,84.80000,,,,,
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,90.6,90.60000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,12.1,12.10000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,10.4,10.40000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,11.0,11.00000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,0.5,0.50000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,1.4,1.40000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,0.9,0.90000,,,,,
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,3.9,3.90000,,,,,
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,1.3,1.30000,,,,,
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,2.6,2.60000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,3.5,3.50000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,2.3,2.30000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,4.8,4.80000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,10.4,10.40000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,9.8,9.80000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,8.8,8.80000,,,,,
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,113.7,113.70000,,,,,
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,88.0,88.00000,,,,,
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,149.7,149.70000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,2.4,2.40000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,5.8,5.80000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,3.9,3.90000,,,,,
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,6.5,6.50000,,,,,
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,MLE,Male,,,,,,,,10.4,10.40000,,,,,
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,FMLE,Female,,,,,,,,0.6,0.60000,,,,,
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,BTSX,Both sexes,,,,,,,,15.7,15.70000,,,,,
